duckats_value,category,question_text,answer_a,answer_b,answer_c,answer_d,correct_answer,answer_text
50,Spirits,Southern Comfort is an American liqueur made from bourbon and which of the following?,Apple,Apricot,Orange,Peach,D,"Southern Comfort was first created in 1875 and was known as Cuff and Buttons. A bartender in St. Louis, Missouri, changed its name to Southern Comfort. "
50,Spirits,In what century was whiskey was first made in the US?,16Th,17Th,18Th,19Th,B,It was made from a mixture of corn and rye. 
30,Statistics,True or false? The least popular day to eat out in the US is Sunday.  ,TRUE,FALSE,,,B,It is Monday. 
40,Statistics,"According to the Guinness Book of World Records, what country has the largest restaurant (seating) in the world?",Hong Kong,Russia,Syria,,C,"The Damascus Gate restaurant, in Damascus, can seat 6,014 people. During peak operation, it employs 1,800 staff. The restaurant features such things as waterfalls, fountains and replicas of archeological ruins of Syria. "
40,Statistics,Where does the US restaurant industry rank with respect to the size of its workforce?,First,Second,Third,,A,
40,Statistics,What percentage of land in Italy is covered by farmland?,80 Per Cent,50 Per Cent,20 Per Cent,,C,
40,Statistics,Which country consumes the most wine per capita?,France,Italy,Luxembourg,,A,Luxembourg is second. 
50,Statistics,What is the favorite dish of most Argentinians?,Chicken Kebab,Shrimp,Spiced Pork,Steak,D,"With its vast grazing lands, Argentina produces a large quantity of beef, which is a principal diet staple. "
50,Statistics,What country consumes the most beer per capita?,Czech Republic,Germany,Ireland,Usa,A,
50,Statistics,"In 2005, Americans spent what percentage of their food dollars eating out?",23,35,47,55,err,
50,Statistics,Americans eat approximately what percentage of their meals away from home each year?,20,30,40,50,err,
50,Statistics,In which country do people eat the least often at sit-down restaurants?,France,Germany,Italy,Russia,D,
50,Statistics,What percentage of Americans had their first job in a restaurant?,10,15,20,25,err,
50,Statistics,What percentage of Americans have worked at a restaurant at some time in their lives?,10,20,30,40,err,
50,Statistics,Which of the following French terms refers to herbal infusions in beverages?,Aperitif,Mijoté,Salopette,Tisane,D,
30,Techniques,"True or false? The word ""barbecue"" is derived from a French term.  ",TRUE,FALSE,,,B,"It is believed that it derives from the Arawakan word ""barbacoa,"" which refers to a method of drying and cooking meat on a frame of wooden sticks erected over a fire. "
30,Techniques,True or false? Wrapping meat with strips of fat (bacon or fatback) is referred to as larding.  ,TRUE,FALSE,,,B,That practise is barding. Larding involves inserting fat into meat using a larding needle.
30,Techniques,True or false? The key difference between roasting and braising is the use of water. ,TRUE,FALSE,,,A,"Braising uses a small amount of water, in effect cooking with moist heat. "
30,Techniques,True or false? Broiling and grilling are two methods of cooking that  both require direct heat. ,TRUE,FALSE,,,A,"Two examples of direct heat in cooking are the use of heating elements over food, as in a domestic broiler, or hot coals under the food, as in a barbecue. "
30,Techniques,True or false? Coddling is a method of pickling eggs.  ,TRUE,FALSE,,,B,Coddling is a method of gently steaming or cooking food in warm water; it is a common method of preparing eggs. 
40,Techniques,Who is credited with creating the professional kitchen as we know it today?,Jean-Anthelme Brillat-Savarin,Antonin Carême,Auguste Escoffier,,C,"His kitchen was organized by sections, run by chefs de partie. His ""brigade system"" was likely a result of his experience as an army chef in the Franco–Prussian war."
40,Techniques,Deglazing refers to which of the following?,Icing For Cakes,Making A Sauce For Meats,Topping For Patés,,B,"Deglazing refers to the technique of adding a liquid (e. g., wine) to a pan to dissolve caramelized bits of food. "
40,Techniques,"If a fish is described as ""drawn,"" it means that it",Is Served With Butter,Has Been Gutted,Has Been Weighed At The Dock,,B,
40,Techniques,Julienning is a method of food preparation in which food is,Cut Into Small Cubes,Cut Into Thin Strips,Finely Diced,,B,Carrots are often julienned as are potatoes to make thin french fries. 
50,Techniques,"The cooking term ""à la nage"" refers to",Cake Decorating,Dishes Served With Beets,Meringue-Based Desserts,Poaching Foods,D,Nage is an aromatic court-bouillon in which seafood is cooked. The seafood is then served hot or cold in the cooking stock.
50,Techniques,"The term ""macerate"" refers to the process of",Ageing,Flattening,Gently Poaching,Soaking,D,"Maceration involves soaking spirits such as rum, brandy or a liqueur to infuse a particular food with the flavor of the liquid. "
50,Techniques,"What does the phrase ""to muddle"" mean with respect to food?",Mashing Ingredients,Mixing Different Types Of Wine,Preparing Flavored Coffee,Preparing Sauces With Several Different Liquids,A,"To muddle food, one crushes ingredients together with a spoon or similar tool. An example is mint leaves and sugar muddled together for a Mint Julep."
40,Terms,"In the 17th century, which of the following words referred to an incongruous mixture of liquids that would not ordinarily go together?",Balderdash,Hodgepodge,Mishmash,,A,"This word appeared around the time of Shakespeare; an example of balderdash is beer and buttermilk, or wine and beer. "
50,terms,In Italian cuisine antipasto refers to,A Pre-Dinner Drink,An Appetizer,Pasta With Cheese,Pasta With Tomato Sauce,B,"From the Italian meaning ""before"" (anti) ""the meal"" (pasto). "
50,Terms,"What does the Spanish word ""paella"" mean?",Frying Pan,Rice,Seafood Stew,Simmered,A,"However, paella is also a dish from Valencia, Spain. Its main ingredients are rice and saffron and a wide variety of other foods, such as seafood and chicken."
50,terms,"In what country would you hear the toast ""prosit"" uttered before drinking?",Germany,Hungary,Poland,Russia,A,"Prosit is derived from a Latin word meaning ""may it be beneficial. "
50,terms,"In Argentina, the term ""sobremesa"" means",Clearing The Table,Talking Around The Table,The Table Setting,The Period Between Meals,B,"There is no exact English translation of this phrase, which refers to the time spent after a meal, usually lunch, when matters big and small are discussed around the table. "
30,Trivia,True or false? Paul Bocuse is the author of the cookbook titled La Technique.,TRUE,FALSE,,,B,"Jacques Pépin wrote La Technique. However, Paul Bocuse has also written many books about food and cooking, among them Fast Food My Way and The Apprentice: My Life in the Kitchen."
30,Trivia,True or false? Vodka is the number one selling spirit in the United States.  ,TRUE,FALSE,,,A,
40,Trivia,"Who said, ""Always do sober what you said you'd do drunk. That will teach you to keep your mouth shut""?",Ozzie Osbourne,Johnny Depp,Ernest Hemingway,,C,
40,Trivia,Frederick the Great reportedly made his coffee with,Beer,Brandy,Champagne,,C,
40,Trivia,"Who said, ""The consumption of alcohol may create the illusion that you are tougher, smarter, faster and better looking than most people""?",George Carlin,Chris Rock,Henny Youngman,,C,
50,Trivia,"Who said, ""Beer is proof that God loves us and wants us to be happy""?",Benjamin Franklin,Dave Barry,John Belushi,,A,
50,Trivia,"Who said, ""A hotdog at the ballpark is better than a steak at the Ritz""?",Humphrey Bogart,George W. Bush,Billy Crystal,Babe Ruth,A,
50,Trivia,"Who said, ""Poultry is for the cook what canvas is to the painter""?",James Beard,Brillat-Savarin,Julia Child,Matisse,B,This brilliant French gastronome and epicure wrote The Physiology of Taste in 1825. 
50,Trivia,"Who said, ""I drink when I have occasion, and sometimes when I have no occasion""?",Miguel De Cervantes,Winston Churchill,Keith Richard,Oscar Wilde,A,
50,Trivia,In what year was the first recorded Chinese restaurant in the US established?,1849,1876,1901,1917,A,"Called Macao and Woosung, it was located in San Francisco. "
50,Trivia,"Who said, ""I feel sorry for people who don't drink. When they wake up in the morning, that's as good as they're going to feel all day""?",Richard Harris,Dean Martin,Oliver Reed,Frank Sinatra,D,
50,Trivia,"Who said, ""Wine is sunlight held together by sunlight""?",Leonardo Da Vinci,Galileo,Picasso,Francis Coppola                       ,B,
50,Trivia,"Who said, ""It takes only one drink to get me drunk. The trouble is, I can't remember if it's the thirteenth or fourteenth""?",George Burns,Bette Midler,Marilyn Monroe,Joan Rivers,A,
50,Trivia,Which of the following is NOT a major figure in the world of cooking?,James Beard,Paul Bocuse,Julia Child,Hugh Johnson,D,He is a well-known authority on wine. 
50,Trivia,"Who said, ""What is better than to sit at the end of the day and drink wine with friends, or substitutes for friends""?",Simone De Beauvoir,Ernest Hemingway,James Joyce,Oscar Wilde,C,
50,Trivia,"In Turkish cuisine, a meze is",Fried Cheese,Lamb Stew,A Selection Of Appetizers,A Sparkling Non-Alcoholic Drink,C,
50,Trivia,Ancient Egyptians placed their right hand on what food when taking an oath?,Avocado,Cabbage,Melon,Onion,D,The onion's round shape symbolized eternity. 
50,Trivia,The most popular pizza topping in Japan is,Sardines,Seaweed,Squid,Tuna,C,
50,Trivia,"Who said, ""Wine is bottled poetry""?",Shakespeare,Sylvia Plath,Marie Antoinette,Robert Louis Stevenson,D,
50,Trivia,Spilling salt is considered good luck in,Austria,Chile,Japan,Russia,C,
30,Utensils,True or false? A bain-marie is a hot-water bath used for cooking or holding food.  ,TRUE,FALSE,,,A,"Also known as a double boiler, a bain-marie allows food such as custards or chocolate to be cooked or kept warm without boiling or scorching. "
30,Utensils,"True or false? A China cap, or chinois, refers to a lid used to cover a wok while steaming vegetables.  ",TRUE,FALSE,,,B,A China cap is a fine-meshed cone-shaped strainer for passing sauces. 
30,Utensils,"True or false? Rock, saucer and sour are kinds of candy.  ",TRUE,FALSE,,,B,They are all glassware of varying sizes used for specific kinds of beverages. 
40,Utensils,"In French cooking, what does ""cocotte"" refer to?",A Casserole,An Egg Holder,A Fine Strainer,,A,"A cocotte is both a baking dish and the ingredients it contains. Watch how you use it, though — ""cocotte"" can also mean ""prostitute"" or ""floozy."
40,Utensils,"In Spain, a copita is a",Deep Fried Fish Snack,Sherry Glass,Type Of Flatbread,,B,"This traditional glass originated in Jerez, Spain. "
40,Utensils,What is a mezzaluna?,A Blade For Chopping,A Double Boiler,A Vegetable Peeler,,A,"A mezzaluna is a crescent-shaped blade with wooden knobs at each end; the cook rocks it back and forth on a cutting board. ""Mezzaluna"" means ""half-moon"" in Italian."
40,Utensils,In what year did the first commercial microwave hit the market?,1947,1959,1964,,err,"It was manufactured by the Massachusetts company Raytheon. Called the Radarange range, the oven was 5 1/2 ft. R543 tall, weighed 750 lbs and cost $5,000. Today Raytheon is the world's largest producer of guided missiles."
40,Utensils,How many tablespoons are there in one fluid ounce?,One,Two,Three,,B,
50,Utensils,A mandoline is a kitchen utensil used for,Chopping,Mixing,Sifting,Slicing,D,"This compact, hand-held slicing tool has adjustable blades. "
50,Utensils,"Since 1756, the name Riedel has been associated with",Cheese Production,Cognac Distillation,Distribution Of Port,Production Of Crystal Stemware,D,
50,Utensils,"In a professional kitchen, a salamander is used for",Broiling,Dicing And Chopping,Pressure Cooking,Shredding,A,A salamander is a type of oven that directs heat down from the roof and is used especially for glazing and browning. It is named for the legendary animal that was said to be resistant to fire.
50,Utensils,What is a tandoor?,A Griddle,An Oven,A Pot For Cooking Stews,A Tea Kettle,B,"A tandoor is a cylindrical charcoal-fired clay oven used in India to cook chicken and fish; dishes cooked in it are described as ""tandoori. "
30,Vegetables,True or false? Both the root and the leaves of the beet plant are edible. ,TRUE,FALSE,,,A,Beetroots range in color from white to deep red; the leaves of the beet plant are green and highly nutritious. 
30,Vegetables,True or false? The best Belgian endive is green.  ,TRUE,FALSE,,,B,Endive should be white. Exposure to light causes it to turn green and to lose its delicate flavor.
30,Vegetables,True or false? Broccoli belongs to the cabbage family.  ,TRUE,FALSE,,,A,"The word ""broccoli"" is derived from the Italian word ""broccolo,"" which means""cabbage sprout. "
30,Vegetables,True or false? One should never trim the tops off bunches of carrots.  ,TRUE,FALSE,,,B,The greens will take moisture and nutrients from the carrot if they are not removed. 
30,Vegetables,True or false? Eating large quantities of carrots can cause one's skin to turn yellow.  ,TRUE,FALSE,,,A,"This temporary condition, known as carotenosis, is caused by the non-toxic carotenoid pigments found in carrots. "
30,Vegetables,True or false? An individual piece of celery is referred to as a stalk. ,TRUE,FALSE,,,B,Individual pieces of celery are referred to as ribs; many ribs make up a stalk. 
30,Vegetables,"True or false? The name ""chicken of the woods"" refers to mushrooms.  ",TRUE,FALSE,,,A,"Also known as ""sulfur shelf,"" this mushroom grows in a variety of trees and often replaces chicken in cooking because of its pleasant taste and meaty texture. "
30,Vegetables,True or false? Corn is native to Central Africa.  ,TRUE,FALSE,,,B,Corn is native to Central America. 
30,Vegetables,True or false? Cucumbers are waxed primarily to prevent bruising.  ,TRUE,FALSE,,,B,Waxing helps prevent moisture loss. 
30,Vegetables,True or false? The garbanzo bean is also known as the chickpea.  ,TRUE,FALSE,,,A,"Chickpeas are used extensively in Indian, Mediterranean and Middle Eastern dishes. "
30,Vegetables,"True or false? The pink pickled-ginger condiment for sushi is called ""cha.""  ",TRUE,FALSE,,,B,"It is called ""gari. Cha"" is the Japanese word for ""tea."
30,Vegetables,True or false? The best and most expensive maple syrup is dark.  ,TRUE,FALSE,,,B,"Maple syrup should be light and clear. When it is collected from the tree, maple sap is orange; after being processed into syrup, it is golden."
30,Vegetables,"True or false? Wood ear, matsutake and cloud ear are varieties of mushrooms. ",TRUE,FALSE,,,A,
30,Vegetables,"True or false? As a rule, smaller peppers tend to be hotter than larger peppers.   ",TRUE,FALSE,,,A,
30,Vegetables,True or false? The potato is native to Ireland.  ,TRUE,FALSE,,,B,"Potatoes are native to South America, where they were grown by the Incas. Pizarro discovered them and introduced them to Europe in 1534."
30,Vegetables,True or false? Most of the heat of a radish is contained in its skin.   ,TRUE,FALSE,,,A,
30,Vegetables,True or false? Another name for green onion is scallion.  ,TRUE,FALSE,,,A,
30,Vegetables,True or false? Shitake is a type of Japanese beer. ,TRUE,FALSE,,,B,"Shitake (or Shiitake) is a meaty, flavorful mushroom. "
30,Vegetables,True or false? Soy milk has a higher protein content than cow's milk.  ,TRUE,FALSE,,,A,"Soy milk is also cholesterol free, and low in fat and sodium. "
30,Vegetables,True or false? China produces most of the world's soybean crop.   ,TRUE,FALSE,,,B,The USA is the world's largest producer of soybeans. 
30,Vegetables,True or false? Yams and sweet potatoes are different names for the same vegetable.   ,TRUE,FALSE,,,B,"Though similar in appearance and flavor, they are different. True yams are a tropical tuber with white to yellow flesh. Sweet potatoes are potatoes; they range from brown-skinned with pinkish flesh, to coppery with orange flesh. "
40,Vegetables,Allonya is a kind of,Ground Nut,Miniature Banana,Yam,,C,Allonyas are starchy yam tubers common in Caribbean cooking. 
40,Vegetables,Which of the following is a type of Italian rice?,Arborio,Bruschetta,Minestra,,A,This short-grained rice is high in starch and is especially good for making risotto. 
40,Vegetables,To which vegetable family does arugula belong?,Cabbage,Mustard,Parsley,,B,Arugula is an aromatic salad green with a peppery mustard flavor. 
40,Vegetables,How is white asparagus produced?,By Crossing It With White Eggplant,By Growing Green Asparagus In The Dark,By Harvesting It Early,,B,
40,Vegetables,Which food is the least stable in the cupboard?,Dried Beans,Pasta,Plain Rice,,A,"After one year, the soaking times of dried beans can increase significantly. Pasta and rice can be stored for several years without loss of quality."
40,Vegetables,Cardoons are a close relative of which vegetable?,Artichoke,Okra,Radish,,A,"The cardoon, which is popular in France, Spain and Italy, is available at the end of autumn and in winter. The stalks are especially good fried. They can also be served cold, with vinaigrette. "
40,Vegetables,"Tomatoes are a member of the nightshade family, Solanaceae. Which of the following is NOT a member of the same family?",Carrots,Eggplants,Potatoes,,A,
40,Vegetables,What is an alternative name for cassava?,Yam,Yarrow,Yuca,,C,This starchy plant is similar to potatoes in nutrition and is best known for its association with tapioca. 
40,Vegetables,Which of the following resembles a turnip?,Cardoon,Celeriac,Tomato,,B,"This root vegetable can be peeled, cut into small pieces, boiled until tender and served with butter or sauce. "
40,Vegetables,A cep is a kind of,Bean,Mushroom,Pastry,,B,"This large mushroom has a brown cap, a thick white stem and an aroma reminiscent of sourdough. "
40,Vegetables,Which of the following tastes like licorice?,Cardoon,Celeriac,Fennel,,C,"Fennel resembles celery. Its stems can be eaten cooked or uncooked, and it goes well with apple and nuts."
40,Vegetables,A gherkin is the same thing as which of the following?,Bresaola,Cornichon,Flageolet,,B,Gherkins and cornichons are small tart pickles. 
40,Vegetables,What is maize?,Barley,Corn,Wheat,,B,"Maize is known as corn in the US and Canada. Christopher Columbus discovered it, and Cortés introduced it to Europe."
40,Vegetables,The world's largest exporter of mustard seeds is,Canada,Poland,Russia,,A,
40,Vegetables,Which of the following is NOT a member of the cabbage family?,Kale,Kohlrabi,Okra,,C,
40,Vegetables,"Picholine, gaeta and niçoise are all types of",Capers,Mushrooms,Olives,,C,
40,Vegetables,Which of the following is NOT native to the Americas?,Corn,Parsnips,Tomatoes,,B,"The parsnip was brought to North America from Europe in the early 17th century. The parsnip is used in all the same ways as the turnip, and can also be baked or cooked like carrots."
40,Vegetables,Greening in potatoes is caused by which of the following?,Excess Moisture,Exposure To Light,High Acidity In Soil,,B,"Greening indicates the presence of an alkaloid called solanine, which is toxic in large amounts. "
30,Vegetables,True or false? Sorrel has a peppery flavor.   ,TRUE,FALSE,,,B,"The herb sorrel contains oxalic acid, which imparts a sharp or acidic taste. Because of this it is usually parblanched before cooking."
40,Vegetables,Which plant provides a complete protein source?,Barley,Peanut,Soybean,,C,
40,Vegetables,"Swede and neep are terms used in Britain, particularly in Scotland, to refer to",Rabbit Stew,Sardines,Turnips,,C,
40,Vegetables,"Which food is referred to as ""meat without bones""?",Breadfruit,Cassava,Tofu,,C,"Also known as doufo in China, bean curd is relatively high in protein (over 10 per cent in firm tofu). It also contains iron and has little fat."
50,Vegetables,Aubergine is also known as,Artichoke,Eggplant,Shallot,Squash,B,
50,Vegetables,"The Italian word ""battuto"" refers to a",Batter For Deep Frying,Large Whisk,Mixture Of Chopped Vegetables,Small Sponge Cake,C,"A battuto of chopped raw carrots, celery, onion, garlic and parsley is the base for many sauces and is used to flavor various dishes. "
50,Vegetables,"To which of the following do cannellino, aduki and borlotto all refer?",Beans,Mushroom,Noodles,Squash,A,"Beans are among the oldest foods, dating back at least 4,000 years. "
50,Vegetables,"Chantenay, Danvers, Imperator and Nantes are terms that refer to the shapes of which vegetable?",Carrots,Potatoes,Radishes,Yams,A,Chantenay is the shortest of all varieties; Danvers are medium sized; Imperator are the longest and most common variety; Nantes carrots are cylindrical and blunt. 
50,Vegetables,Which of the following is NOT a type of chili pepper?,Cascabel,Cebolla,Morita,Pasilla,B,"This is the Spanish word for ""onion. "
50,Vegetables,"The term ""crudités"" refers to",Cheeses,Fruit,Nuts,Vegetables,D,"Whole, shredded or sliced vegetables are served as an appetizer, often with a vinaigrette or dipping sauce. "
50,Vegetables,"The word ""enoki"" refers to which of the following?",Clams ,Mushrooms,Saki,Spice Bundles,B,"These long, thin mushrooms with a crisp texture are used for soups, salads and other dishes. "
50,Vegetables,Fava is what type of food?,Beans,Coffee,Flour,Sorbet,A,Fava beans resemble large lima beans and are popular in Mediterranean and Middle Eastern cooking. 
50,Vegetables,"If properly stored, white garlic can keep for as long as",One Week,One Month,Two Months,Six Months,D,"Pink garlic, a smaller variety, can keep for up to a year. "
50,Vegetables,Japanese ginger is known as,Chozuke,Domburi,Kuzumochi,Mioga,D,
50,Vegetables,A girolle is a type of,Cherry,Mushroom,Pastry Bag,Soft Candy,B,This yellow trumpet-shaped mushroom is also known as a chanterelle. 
50,Vegetables,What is mesclun?,Bean Salad,Flavored Olive Oil,A Mixture Of Greens,Spice Mixture,C,
50,Vegetables,What is miso?,Bean Paste,Fish-Based Sauce,Kind Of Beer,Spicy Shellfish Soup,A,"Miso is a high-protein fermented Japanese seasoning made of soybeans, salt and (usually) grain. It ranges in taste from very salty to very sweet, and is used to flavor sauces, soups and main dishes."
50,Vegetables,What is a morel?,Herb,Mushroom,Small Pastry,Sour Cherry,B,"This wild mushroom has a nutty, earthy flavor and is excellent sautéed in butter. "
50,Vegetables,What are pepitas?,Peanuts,Pistachios,Pumpkin Seeds,Sunflower Seeds,C,Pepitas are popular in Mexican cooking. 
50,Vegetables,What is polenta made from?,Barley,Corn,Rice,Wheat,B,Polenta is a staple of northern Italian cuisine. 
50,Vegetables,Queen Anne's lace is the wild form of which vegetable?,Carrot,Chicory,Fennel,Parsley,A,
50,Vegetables,What is a scarlet runner?,A Bean,A Kind Of Lettuce,A Variety Of Rhubarb,A Sweet Pepper,A,"This large magenta and black bean is a favorite in Great Britain. The word ""scarlet"" comes from the plant's bright red flowers."
50,Vegetables,Pattypan and crookneck are types of which food?,Melon,Nut,Parsnip,Squash,D,Both are varieties of summer squash. Pattypan squash are small disks with scalloped edges; crooknecks have bright yellow bumpy skin and curved necks.
50,Vegetables,Which of the following is NOT a type of squash?,Acorn,Buttercup,Butternut,Tiger,D,
50,Vegetables,In what country did tomatoes originate?,Italy,Mexico,Peru,Spain,C,"Imported into Spain in the 16th century, tomatoes were thought to be poisonous until the 18th century. "
50,Vegetables,What is witloof?,Asparagus,Celery,Chicory,Leeks,C,Witloof is also called French or Belgian endive. 
50,Vegetables,True yams are native to,Africa,Europe,Indonesia,South America,A,
30,Wine,"True or false? The longer grapes hang on the vine, the less acidic they become.  ",TRUE,FALSE,,,A,
30,Wine,True or false? The Alsace wine region of France borders Spain. ,TRUE,FALSE,,,B,Alsace borders Germany. 
30,Wine,True or false? Amarone wine is made from dried grapes.  ,TRUE,FALSE,,,A,The fermentation of dried grapes concentrates the flavors. 
30,Wine,True or false? It is illegal for winemakers to add sugar to grape juice in Australia.  ,TRUE,FALSE,,,A,"It is also unnecessary because the warm climate allows grapes to ripen quickly and, therefore, to attain sweetness. In Europe, however, adding grape juice to wine is permitted."
30,Wine,True or false? Australia has only one natural grape vine.  ,TRUE,FALSE,,,B,Australia has no natural grapevine. The first grape variety was imported there in 1788.
30,Wine,True or false? The largest fine wine producing region of Australia is the Barossa Valley.  ,TRUE,FALSE,,,A,The Barossa Valley is situated northeast of Adelaide in southern Australia. 
30,Wine,"True or false? ""Bodega"" is a Spanish word for a small café.  ",TRUE,FALSE,,,B,"Bodega means a ""winery"" or ""wine cellar"" in Spanish. "
30,Wine,True or false? Claret is synonymous with red Bordeaux wine.  ,TRUE,FALSE,,,A,
30,Wine,True or false? Wine can only be white or red.,TRUE,FALSE,,,A,Rosé or pink wines are considered red. 
30,Wine,True or false? A deep purple color is an indication that a wine is mature. ,TRUE,FALSE,,,B,Deep purple is more indicative of a very young wine. 
30,Wine,"True or false? In French, the word ""cuvée"" means harvest.  ",TRUE,FALSE,,,B,Cuvée refers to the blend of different grapes that are used to make a specific wine. 
30,Wine,"True or false? ""Dolce"" means ""soft"" in Italian.  ",TRUE,FALSE,,,B,"Dolce means ""sweet. It is commonly used in reference to wine."
30,Wine,"True or false? ""Domaine"" and ""château"" are interchangeable terms.  ",TRUE,FALSE,,,A,"They both mean ""a wine-producing property or estate"" in French. "
30,Wine,True or false? Eiswein is produced from frozen grapes. ,TRUE,FALSE,,,A,"Eiswein is a very sweet German wine made from frozen grapes. When grapes freeze on the vine, the sugars do not freeze, but the water does. This creates a highly concentrated grape must and results in a concentrated, very sweet wine. "
30,Wine,"True or false? When a wine is referred to as ""fat"" it means that it contains a lot of tannin. ",TRUE,FALSE,,,B,A fat wine has a high glycerine content. 
30,Wine,"True or false? The word ""fino"" refers to a light-bodied dry sherry.  ",TRUE,FALSE,,,A,
30,Wine,True or false? Liebfraumilch wines can be either dry or sweet. ,TRUE,FALSE,,,B,Completely dry Liebfraumilch wines are not allowed. 
30,Wine,True or false? Madeira can be dry or sweet.  ,TRUE,FALSE,,,B,"Madeira, which comes from the Portuguese island of the same name, is always sweet. "
30,Wine,True or false? The famous Marlborough wine region of New Zealand is situated on the North Island.  ,TRUE,FALSE,,,B,Marlborough is found on the South Island and is well known for its Sauvignon Blanc. 
30,Wine,True or false? Marsala is a type of Sicilian dessert. ,TRUE,FALSE,,,B,"Marsala is a fortified wine from Sicily that comes in various styles, from dry (""secco"") to sweet (""dolce""). Marsala can also be flavored with almonds, chocolate, coffee, tangerine or egg yolk."
30,Wine,True or false? Orvieto wine comes from Sicily.   ,TRUE,FALSE,,,B,"Orvieto wine comes from Umbria, in central Italy. "
30,Wine,"True or false? The French word ""pétillant"" refers to wines that are slightly pink. ",TRUE,FALSE,,,B,"Pétillant means ""slightly sparkling. "
30,Wine,True or false? Phylloxera is an ancient grape variety from Croatia.  ,TRUE,FALSE,,,B,Phylloxera is a plant louse that is deadly to wine vines. 
30,Wine,True or false? Prosecco is a sparkling wine.   ,TRUE,FALSE,,,A,Prosecco is a fruity wine from the Tre Venezie region of northeastern Italy. 
30,Wine,True or false? Rousanne is a white grape from the Rhône region.   ,TRUE,FALSE,,,A,Rousanne is often blended with the Marsanne grape. 
30,Wine,True or false? Salty foods tend to make red wine taste more tannic.   ,TRUE,FALSE,,,B,Salt makes red wine tend to taste less tannic. 
30,Wine,"True or false? In France, Sauterne wines can be dry or sweet.   ",TRUE,FALSE,,,B,Sauternes are always sweet. 
30,Wine,True or false? Genuine sherry comes from Portugal.   ,TRUE,FALSE,,,B,Sherry is a world-famous Spanish fortified wine with an alcohol content between 15. 5 per cent and 22 per cent.
30,Wine,True or false? Soave is a red wine.   ,TRUE,FALSE,,,B,Soave is a light wine from the Tre Venezie region of northern Italy. 
30,Wine,"True or false? In Germany, ""Tafelwein"" means ""table wine.""",TRUE,FALSE,,,A,Tafelwein is also known as ordinary wine. 
30,Wine,True or false? White wines contain about the same amount of tannins as red wine.   ,TRUE,FALSE,,,B,
30,Wine,True or false? Valpolicella is a red wine.   ,TRUE,FALSE,,,A,This fruity wine is made in the Tre Venezie region of northeastern Italy. 
30,Wine,True or false? Valpolicella and Bardolino wines come from the Veneto region of Italy.   ,TRUE,FALSE,,,A,
30,Wine,True or false? The vintage year on a wine label refers to the year the wine was bottled.   ,TRUE,FALSE,,,B,The vintage refers to the year the grapes were harvested. The exception is Eiswein from Germany—the grapes for this wine are picked in January but the label shows the previous year as the vintage.
30,Wine,True or false? The great white burgundies are aged in oak casks.  ,TRUE,FALSE,,,A,The Chardonnay grape marries well with the taste of oak. 
40,Wine,Which grape is NOT entitled to enjoy the status of Appellation d’origine contrôlée in Alsace?,Gewurztraminer,Pinot Blanc,Sauvignon Blanc,,C,
40,Wine,"What does ""amaro"" mean in Italian?",Bitter,Hot,Spicy,,A,
40,Wine,Bandol is a wine from which region in France?,Bordeaux,Burgundy,Provence,,C,This dark red wine is made from the Mourvèdre grape as well as from other local varieties. 
40,Wine,"What does the German word ""Bereich"" refer to?",Wine Barrel,Wine Region,Winery,,B,Bereich refers to a rather broad area usually incorporating a number of neighboring villages and vineyards. 
40,Wine,What is the most southerly French wine region?,Alsace,Bordeaux,Champagne,,B,
40,Wine,"Generally speaking, if a wine is described as tannic with flavors of chocolate, black currants and tobacco, it is likely made from which grape?",Cabernet,Merlot,Zinfandel,,A,"The intensity of the flavors may vary, however, depending on where the grapes were grown. "
40,Wine,Chenin Blanc is an important grape in,Alsace,Burgundy,The Loire Valley,,C,Vouvray and Bonnezeaux are two great Chenin-based Loire Valley wines. 
40,Wine,The Pinotage grape is a cross between Pinot Noir and which of the following grapes?,Cinsault,Grenache,Malbec,,A,"It is grown commercially in South Africa and makes a dark, fruity wine with an earthy character often described as ""paintbox. "
40,Wine,Red wine is usually in its prime when it is ,Red,Red With Tinges Of Brown And Orange,Purple,,B,
40,Wine,What is Australia's famous wine district Coonawarra famous for?,Black Volcanic Soil,Red Soil,Yellow Sandy Soil,,B,"Coonawarra is an Aboriginal word meaning ""honeysuckle. "
40,Wine,"What does the Spanish word ""cosecha"" mean with reference to wine?",Aged In Oak,Slightly Sweet,Vintage,,C,
40,Wine,"In Italy, DOC wines (controlled name and region) account for what percentage of total production?",10 Per Cent,25 Per Cent,75 Per Cent,,B,
40,Wine,"When the word ""finish"" is used with respect to wine, it refers to a",Final Wine-Making Step Before Bottling,Lingering Sensation After You Taste The Wine,Last Sip Of Wine,,B,
40,Wine,"What does ""gallo"" mean in Italian?",Robust,Rooster,Royal,,B,"A rooster is the symbol of Chianti Classico, which was acclaimed by Grand Duke Cosimo III de Medici in 1716. "
40,Wine,What percentage of German wines are white?,65 Per Cent,85 Per Cent,95 Per Cent,,B,The famous white grape Riesling accounts for about 22 per cent of vine plantings in Germany. 
40,Wine,"In Spain, Gran Reserva wines must be aged a minimum of how many years?",Three,Five,Seven,,B,This includes at least two years in casks. 
40,Wine,Hermitage is a French wine from which of the following areas?,Alsace,Côtes Du Rhône,The Loire Valley,,B,This area produces both red and white wines. 
